match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5398299012,4525361034,true,1588684220,1376,3659,2,7,22,49,3,153,"84,6,47,100,25","99,44,121,45,49"
5398299002,4525361639,false,1588684226,1510,3591,2,7,22,60,10,227,"40,35,86,99,61","21,93,84,71,17"
5398298610,4525357272,false,1588684210,1311,3710,2,7,22,56,4,152,"1,29,87,60,17","73,68,102,94,9"
5398298003,4525362735,true,1588684195,1583,3672,3,7,3,59,7,191,"93,104,11,84,31","54,17,87,5,78"
5398297704,4525363097,false,1588684184,1566,3353,5,7,3,51,8,236,"25,110,126,32,55","87,73,15,48,113"
5398297116,4525361313,true,1588684165,1556,2910,2,7,22,46,8,225,"120,59,85,106,3","94,29,25,109,40"
5398297115,4525364151,true,1588684169,1623,4613,3,7,3,68,8,227,"21,41,46,64,108","128,120,114,8,25"
5398296606,4525357802,false,1588684150,1329,3759,7,7,22,67,10,185,"44,129,121,51,17","20,112,38,114,6"
5398296507,4525357530,false,1588684145,1408,3745,5,7,22,60,8,236,"101,106,44,129,5","42,16,11,32,25"
5398296407,4525364916,true,1588684125,1601,3375,2,7,22,49,6,132,"44,1,23,83,112","56,14,35,82,8"
5398296303,4525361031,true,1588684145,1514,3837,2,7,22,49,3,154,"7,8,82,20,29","105,14,84,10,49"
5398296214,4525365526,true,1588684135,1656,3478,2,0,22,54,4,171,"22,2,6,31,80","71,45,27,88,82"
5398296007,4525364173,true,1588684130,1699,3116,4,0,22,46,6,188,"73,46,91,42,29","41,9,11,126,10"
5398295906,4525360164,true,1588684125,1529,5498,7,7,22,79,8,172,"35,98,36,64,109","70,28,112,121,34"
5398295902,4525363704,false,1588684130,1697,1614,3,7,22,34,6,132,"47,75,80,72,32","14,53,110,94,35"
5398295901,4525353779,true,1588684129,1184,3368,2,7,22,47,4,155,"21,89,106,97,75","8,50,7,74,9"
5398295505,4525344933,false,1588684120,981,3536,4,0,3,50,7,236,"45,86,42,120,1","51,126,22,95,104"
5398295317,4525355980,true,1588684115,1401,4320,1,0,22,42,5,231,"44,30,42,23,85","6,86,62,108,67"
5398295201,4525365998,true,1588684110,1686,4441,3,0,3,61,10,227,"110,22,81,128,23","51,72,49,100,87"
5398294809,4525358600,false,1588684098,1462,4584,1,0,4,57,2,241,"62,81,44,38,56","85,32,67,97,106"
5398294517,4525355919,true,1588684070,1375,3845,2,7,3,54,7,225,"20,29,31,72,59","12,30,42,84,126"
5398294508,4525364883,true,1588684058,1757,3490,1,7,22,60,4,155,"1,38,86,64,45","7,120,52,41,128"
5398294304,4525363388,false,1588684088,1706,3163,3,7,22,38,7,134,"11,104,82,4,121","10,42,7,68,91"
5398294206,4525359068,false,1588684084,1525,,,7,22,24,8,182,"14,114,108,17,32","36,98,6,105,4"
5398293808,4525359898,true,1588684064,1568,2867,2,7,22,63,4,183,"23,32,74,21,68","9,14,31,10,63"
5398293806,4525356255,false,1588684063,1418,3037,1,7,22,51,5,135,"19,8,74,69,14","93,105,88,126,42"
5398293305,4525365454,false,1588684058,1819,3779,3,0,3,65,8,223,"93,22,27,21,52","32,31,26,49,98"
5398293216,4525358440,true,1588684049,1555,994,1,7,22,32,6,182,"84,32,106,54,110","81,57,94,114,68"
5398293206,4525365856,true,1588684049,1785,4070,1,0,4,50,5,152,"14,22,86,42,99","19,47,121,113,10"
5398293013,4525363881,false,1588684035,1764,,,0,22,28,4,182,"44,27,26,15,22","21,53,63,82,106"
5398293007,4525338918,false,1588684049,601,,,7,22,74,5,155,"100,42,77,120,27","56,7,109,28,39"
5398292617,4525351760,false,1588684033,1322,,,0,22,21,2,183,"95,126,6,53,44","30,39,4,80,21"
5398292612,4525364280,true,1588684034,1793,,,7,3,24,3,227,"60,34,67,105,22","30,99,11,90,95"
5398292302,4525355047,true,1588684026,1470,2720,4,7,22,40,6,185,"8,28,73,50,22","104,32,18,23,62"
5398292216,4525355149,true,1588684012,1437,,,7,22,33,5,133,"93,82,79,32,45","84,48,95,14,75"
5398291712,4525364442,false,1588684005,1728,4019,1,7,22,51,2,155,"85,10,62,67,100","128,60,48,14,22"
5398291512,4525361617,true,1588684004,1723,2596,2,7,22,43,2,156,"2,75,90,8,34","14,36,44,50,6"
5398291508,4525362464,false,1588684005,1746,1520,1,7,22,22,3,132,"26,11,53,51,1","75,60,21,32,9"
5398291212,4525349485,true,1588683995,1233,3123,2,7,22,43,10,227,"108,95,128,31,93","28,86,85,23,114"
5398291211,4525364814,true,1588683995,1877,4412,2,7,22,63,6,181,"27,57,74,1,76","32,21,5,99,14"
5398291106,4525365827,false,1588683990,1913,4246,2,7,22,53,2,181,"11,9,81,101,72","99,22,17,1,64"
5398290506,4525360940,true,1588683973,1714,4393,4,7,22,71,6,153,"20,60,65,39,56","13,96,5,44,25"
5398290503,4525364073,false,1588683973,1834,3511,2,0,22,54,6,184,"121,113,28,11,128","17,47,32,104,29"
5398290502,4525346380,true,1588683974,1150,3244,3,7,22,55,7,132,"80,86,51,36,56","78,14,31,106,22"
5398290409,4525363311,false,1588683965,1871,4040,2,0,4,57,5,138,"104,110,91,68,63","14,48,26,25,84"
5398290405,4525359908,false,1588683968,1686,3084,2,7,22,43,7,186,"103,104,17,27,8","14,70,29,53,128"
5398290006,4525365874,true,1588683959,1929,,,7,22,32,3,131,"90,35,63,84,81","86,34,8,128,7"
5398289705,4525353011,false,1588683950,1456,4582,2,0,3,70,8,223,"1,25,21,49,111","87,64,53,39,129"
5398289608,4525363946,true,1588683923,1914,4700,4,0,4,58,8,223,"49,86,22,6,40","56,109,15,71,18"
5398289605,4525363293,false,1588683945,1881,,,0,4,47,2,186,"109,128,67,84,65","49,36,40,20,68"
5398289418,4525364710,false,1588683943,1962,3661,2,0,4,55,7,236,"14,9,15,54,2","30,20,102,6,60"
5398289416,4525354971,true,1588683943,1558,1556,3,7,3,31,8,223,"79,23,42,22,40","104,126,101,1,103"
5398289310,4525360517,true,1588683935,1734,3124,1,7,22,32,2,225,"42,36,12,22,14","84,44,129,39,31"
5398289307,4525359354,true,1588683935,1740,3307,5,0,4,47,6,155,"26,10,90,25,96","11,55,44,29,65"
5398289209,4525363548,true,1588683929,1860,3125,1,0,4,38,2,153,"71,1,87,58,64","39,106,57,43,129"
5398289206,4525363865,false,1588683935,1878,3516,2,7,3,49,9,223,"56,69,22,121,80","35,44,61,99,51"
5398289205,4525356550,false,1588683934,1594,2789,2,7,22,37,8,182,"12,91,93,111,104","84,100,44,98,113"
5398289203,4525361166,false,1588683934,1693,3771,1,7,22,33,7,186,"46,93,8,14,5","64,41,99,25,59"
5398288813,4525358796,true,1588683923,1673,3551,5,7,3,53,8,236,"112,62,6,106,129","100,86,70,46,2"
5398288707,4525357798,true,1588683918,1682,2646,3,0,3,41,5,231,"29,5,14,11,32","31,35,93,106,62"
5398288512,4525347826,true,1588683909,1279,3552,7,7,22,54,10,227,"98,36,6,7,40","50,16,45,44,77"
5398288506,4525358490,true,1588683905,1681,2172,1,7,22,36,4,121,"63,62,2,85,4","49,74,70,26,9"
5398288406,4525358689,false,1588683911,1681,2461,2,7,3,41,9,236,"64,44,106,50,129","18,26,37,32,70"
5398288403,4525362519,false,1588683911,1820,3964,1,7,22,55,7,153,"7,106,9,21,10","3,53,19,48,74"
5398288203,4525354488,true,1588683889,1550,5620,3,7,22,80,4,138,"99,12,100,3,53","41,112,26,58,11"
5398288201,4525365884,true,1588683905,1965,,,7,22,21,2,133,"26,40,7,95,6","16,84,31,104,61"
5398288015,4525362656,true,1588683894,1970,2948,5,0,5,63,8,188,"90,129,53,14,1","10,106,128,103,97"
5398288011,4525364997,true,1588683899,1964,1905,1,7,22,42,6,232,"104,22,23,5,44","114,39,41,14,26"
5398287805,4525358932,false,1588683861,1732,4601,6,7,22,62,7,135,"9,1,64,10,71","41,83,36,5,39"
5398287804,4525364721,false,1588683893,1937,2083,1,7,22,38,2,145,"6,1,75,11,22","99,83,35,104,14"
5398287707,4525356897,true,1588683889,1671,2627,1,7,22,36,5,185,"40,1,105,128,82","12,84,56,2,14"
